file_name,signal_mean,signal_std,signal_skew,signal_kurtosis,zcr_mean,zcr_std,rmse_mean,rmse_std,tempo,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_2_mean,spectral_bandwidth_2_std,spectral_bandwidth_3_mean,spectral_bandwidth_3_std,spectral_bandwidth_4_mean,spectral_bandwidth_4_std,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_contrast_7_mean,spectral_contrast_1_std,spectral_contrast_2_std,spectral_contrast_3_std,spectral_contrast_4_std,spectral_contrast_5_std,spectral_contrast_6_std,spectral_contrast_7_std,spectral_rolloff_mean,spectral_rolloff_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,mfccs_8_std,mfccs_9_std,mfccs_10_std,mfccs_11_std,mfccs_12_std,mfccs_13_std,mfccs_14_std,mfccs_15_std,mfccs_16_std,mfccs_17_std,mfccs_18_std,mfccs_19_std,mfccs_20_std,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_12_mean,chroma_stft_1_std,chroma_stft_2_std,chroma_stft_3_std,chroma_stft_4_std,chroma_stft_5_std,chroma_stft_6_std,chroma_stft_7_std,chroma_stft_8_std,chroma_stft_9_std,chroma_stft_10_std,chroma_stft_11_std,chroma_stft_12_std
classical.00013.wav,0.025,0.041,2.675,6.784,0.081,0.032,0.032,0.026,129.199,1215.77,398.151,1433.118,309.749,1948.492,295.64,1948.492,295.64,18.977,18.403,23.955,25.377,25.199,23.523,29.385,5.204,5.026,4.573,4.119,3.905,3.138,5.602,2392.309,817.039,-343.144,140.105,-20.92,32.316,-3.683,2.941,-10.663,0.311,-5.796,7.683,-3.678,2.548,-3.499,-2.235,-0.822,0.877,0.459,0.937,1.87,-0.635,99.414,40.612,20.269,11.34,12.376,10.622,9.322,10.301,12.297,13.067,13.344,10.934,10.388,9.404,10.557,9.928,8.222,9.309,13.424,12.495,0.313,0.201,0.409,0.146,0.193,0.183,0.182,0.432,0.18,0.227,0.116,0.202,0.381,0.172,0.392,0.134,0.282,0.278,0.153,0.407,0.155,0.304,0.159,0.236
classical.00014.wav,0.025,0.04,2.876,7.218,0.068,0.022,0.032,0.024,143.555,1158.249,296.818,1353.855,227.216,1870.739,213.828,1870.739,213.828,18.216,19.904,24.621,23.379,22.889,22.475,28.741,4.336,4.384,5.139,3.324,2.927,2.358,4.713,2242.193,616.208,-324.639,147.814,-31.926,27.405,-4.502,-4.169,-12.597,-5.131,-7.745,0.844,-8.192,-0.828,0.992,3.67,6.207,4.733,-0.017,-2.317,2.227,-0.566,74.343,26.286,16.722,8.532,12.102,9.525,9.483,8.368,8.168,8.809,8.073,9.97,12.256,10.63,9.711,9.435,9.375,10.033,10.042,11.127,0.376,0.252,0.449,0.155,0.132,0.069,0.173,0.289,0.148,0.256,0.131,0.379,0.35,0.202,0.42,0.146,0.227,0.1,0.204,0.342,0.162,0.319,0.109,0.351
classical.00015.wav,0.009,0.015,3.005,7.69,0.076,0.025,0.011,0.009,123.047,1046.264,247.543,1474.521,233.456,2055.344,207.34,2055.344,207.34,21.747,18.655,25.538,27.573,25.024,23.382,27.22,3.719,5.653,4.845,4.126,3.301,3.569,3.532,2186.719,665.912,-449.502,124.979,-19.904,27.455,-5.77,2.219,-6.561,10.582,3.342,14.38,1.98,5.249,4.427,5.065,7.159,6.176,7.154,3.86,2.624,4.949,69.097,33.452,13.829,14.398,9.882,5.815,8.898,11.771,16.405,14.766,17.823,14.191,11.976,13.68,11.389,12.788,11.786,14.955,17.068,16.393,0.208,0.111,0.153,0.178,0.387,0.139,0.287,0.236,0.158,0.248,0.157,0.331,0.298,0.135,0.286,0.18,0.405,0.136,0.353,0.264,0.219,0.326,0.192,0.375
classical.00016.wav,0.007,0.009,1.998,2.759,0.048,0.021,0.008,0.004,99.384,765.953,313.442,1301.557,253.778,1965.438,213.948,1965.438,213.948,18.284,22.986,23.601,23.86,21.542,19.924,23.837,4.011,4.248,4.265,3.814,3.245,3.34,4.838,1446.771,781.759,-482.575,154.85,-5.033,29.73,-1.866,8.217,-4.778,9.633,-3.347,4.531,-10.102,-0.67,-2.449,-0.161,1.873,3.483,3.386,1.11,1.272,-0.669,69.235,15.828,15.61,6.951,12.502,6.265,8.793,7.797,10.785,8.902,11.394,8.557,8.53,8.832,7.179,7.807,7.558,8.508,11.588,10.552,0.219,0.241,0.651,0.258,0.088,0.05,0.144,0.272,0.139,0.257,0.125,0.188,0.308,0.156,0.417,0.171,0.202,0.088,0.228,0.342,0.14,0.326,0.131,0.282
classical.00017.wav,0.03,0.049,2.462,5.898,0.081,0.017,0.037,0.032,117.454,1207.293,252.7,1397.009,274.355,1952.229,266.425,1952.229,266.425,18.824,17.575,21.863,24.026,23.005,21.264,30.047,4.922,4.981,4.301,3.556,3.237,2.622,5.34,2236.555,626.787,-311.561,148.685,-33.493,10.352,-12.897,1.23,-12.9,0.807,-9.734,2.058,-5.113,6.727,4.612,3.778,1.28,1.248,-0.092,1.486,0.373,-2.998,103.43,28.463,15.016,21.188,11.602,11.266,9.984,7.325,8.95,10.578,12.094,11.601,13.826,10.826,8.377,9.441,10.023,8.802,10.808,11.782,0.258,0.297,0.264,0.22,0.5,0.222,0.171,0.16,0.176,0.398,0.171,0.252,0.26,0.322,0.318,0.189,0.373,0.231,0.243,0.255,0.173,0.407,0.165,0.278
classical.00018.wav,0.015,0.026,4.851,21.665,0.071,0.029,0.019,0.018,129.199,940.748,283.178,1271.588,357.711,1826.193,344.775,1826.193,344.775,18.799,19.188,25.933,26.618,25.596,22.732,26.036,4.135,4.734,4.614,3.627,3.397,3.367,3.752,1913.199,771.38,-405.633,145.726,-0.849,23.065,9.217,-2.636,-5.743,-2.079,-0.638,6.746,2.789,2.445,5.083,2.388,1.865,2.498,1.53,-2.262,-1.439,2.62,69.434,43.206,21.318,14.243,9.449,8.457,8.401,12.759,10.332,9.753,11.356,12.081,10.415,11.041,11.42,8.745,8.335,9.302,10.296,12.794,0.275,0.227,0.149,0.113,0.282,0.368,0.157,0.267,0.301,0.162,0.331,0.243,0.327,0.31,0.221,0.154,0.329,0.355,0.139,0.321,0.332,0.131,0.363,0.244
classical.00019.wav,0.006,0.01,2.699,6.095,0.058,0.033,0.008,0.005,123.047,857.036,374.169,1368.604,288.728,1990.46,251.342,1990.46,251.342,19.094,18.559,23.041,24.886,22.362,21.597,24.487,4.058,4.627,4.948,4.769,4.195,3.801,4.561,1724.014,942.051,-475.809,141.504,-8.466,34.004,0.51,6.037,0.004,9.544,2.165,7.102,-8.053,-0.116,0.764,3.865,5.322,4.668,6.858,5.392,1.065,-6.489,76.266,35.076,21.717,8.143,12.319,6.168,9.556,14.574,11.577,11.345,12.622,10.9,13.125,12.203,8.927,9.663,9.144,11.002,10.174,11.094,0.348,0.236,0.279,0.46,0.192,0.185,0.161,0.352,0.375,0.223,0.387,0.207,0.376,0.282,0.255,0.38,0.177,0.266,0.172,0.323,0.344,0.189,0.37,0.176
classical.00020.wav,0.031,0.045,2.058,3.273,0.07,0.023,0.038,0.023,143.555,1128.213,319.157,1336.167,282.616,1862.005,285.746,1862.005,285.746,18.914,17.511,22.761,24.3,24.37,23.035,29.993,4.838,4.2,4.603,3.404,3.764,3.04,5.316,2187.71,683.048,-300.907,161.128,-24.246,27.957,-2.863,2.389,-11.268,0.223,-6.839,6.094,-8.14,-1.815,-4.121,-2.054,-1.603,0.649,1.449,-0.227,-1.296,-7.099,73.214,30.194,17.785,12.669,11.387,8.516,9.196,9.268,8.388,8.752,10.718,11.297,11.162,10.091,9.892,9.531,7.627,7.499,9.837,9.628,0.213,0.121,0.35,0.354,0.159,0.331,0.155,0.259,0.286,0.273,0.52,0.189,0.308,0.099,0.311,0.361,0.113,0.332,0.13,0.294,0.31,0.201,0.397,0.145
classical.00021.wav,0.036,0.06,2.406,5.5,0.079,0.024,0.045,0.039,135.999,1265.055,336.28,1428.331,283.001,1948.866,271.398,1948.866,271.398,18.315,18.161,20.648,22.396,21.986,21.761,30.92,4.861,4.432,4.293,3.404,2.837,2.428,5.781,2449.689,735.78,-278.165,147.88,-31.55,20.352,-9.574,-6.231,-13.595,-0.661,-7.274,1.015,-11.762,-0.966,-2.216,-0.571,1.859,5.136,2.625,0.822,-1.645,-0.099,97.164,26.146,13.885,11.468,10.412,12.938,10.574,10.89,8.762,10.431,9.207,8.6,11.888,8.997,9.956,7.989,7.401,7.627,9.01,10.845,0.302,0.252,0.23,0.2,0.21,0.399,0.262,0.183,0.172,0.292,0.409,0.29,0.308,0.277,0.257,0.256,0.216,0.354,0.253,0.231,0.216,0.293,0.365,0.273
classical.00022.wav,0.038,0.056,1.847,2.725,0.068,0.02,0.048,0.03,107.666,1108.286,271.883,1328.035,173.016,1892.27,190.749,1892.27,190.749,21.136,17.58,21.571,22.241,22.084,21.98,30.128,5.644,4.267,4.198,3.478,3.035,2.982,5.121,2052.391,534.159,-278.808,160.001,-28.393,23.027,-2.709,3.001,-11.298,-0.516,-11.366,3.175,-5.085,4.348,-4.071,-0.154,-1.674,1.638,1.009,-0.763,-3.838,-3.546,98.601,21.534,20.811,11.859,13.965,7.701,9.378,7.256,9.339,6.768,9.817,8.478,8.014,8.508,7.988,7.498,6.27,6.285,7.822,10.818,0.343,0.227,0.268,0.293,0.341,0.52,0.213,0.264,0.131,0.23,0.301,0.18,0.341,0.242,0.314,0.322,0.275,0.378,0.134,0.338,0.125,0.248,0.321,0.163
classical.00023.wav,0.014,0.018,1.471,1.066,0.044,0.019,0.017,0.007,117.454,844.462,229.059,1333.382,144.356,1983.299,136.214,1983.299,136.214,20.022,22.181,23.501,23.568,23.958,22.693,26.871,4.152,4.596,4.393,4.421,3.704,4.475,3.936,1624.483,591.48,-406.847,163.081,-2.373,32.417,7.946,9.633,-5.457,9.49,-3.061,10.187,-10.352,-5.405,-8.055,-2.08,0.384,3.408,3.503,7.379,6.432,0.186,57.635,14.841,20.338,9.256,9.791,7.742,8.686,6.082,6.105,7.13,9.624,9.295,9.328,9.541,8.092,8.463,9.832,9.397,10.485,10.644,0.129,0.094,0.303,0.626,0.28,0.242,0.158,0.216,0.307,0.257,0.398,0.201,0.224,0.136,0.214,0.399,0.161,0.31,0.193,0.235,0.335,0.267,0.341,0.239
classical.00024.wav,0.053,0.071,1.541,1.28,0.072,0.018,0.067,0.024,151.999,1211.329,240.78,1366.428,217.584,1904.155,229.726,1904.155,229.726,21.48,18.055,21.472,23.25,22.697,23.45,33.048,5.549,3.995,4.01,3.26,2.84,2.348,4.05,2242.825,526.193,-223.187,163.254,-34.413,24.187,-10.304,3.222,-12.889,0.804,-14.281,1.679,-10.141,0.232,-4.558,0.102,-2.859,1.357,-0.333,-1.061,-1.098,-8.051,44.209,17.953,7.766,7.979,9.191,8.437,7.61,8.647,7.994,9.227,7.931,8.954,8.267,8.047,7.451,6.352,6.557,8.361,9.195,10.096,0.237,0.251,0.45,0.268,0.135,0.158,0.187,0.308,0.205,0.31,0.344,0.18,0.315,0.251,0.367,0.291,0.185,0.219,0.2,0.345,0.214,0.296,0.349,0.206
classical.00025.wav,0.051,0.068,1.518,1.208,0.068,0.02,0.064,0.023,129.199,1145.002,220.848,1301.128,181.07,1846.145,186.835,1846.145,186.835,21.622,16.103,19.589,20.889,20.392,21.483,32.155,5.306,3.978,3.871,3.384,2.824,2.304,3.121,2093.7,439.928,-221.301,173.318,-37.446,24.356,-8.683,3.385,-12.845,1.079,-15.323,0.424,-9.623,2.288,-4.491,0.358,-1.477,1.814,0.228,-0.97,-0.49,-6.258,29.681,19.595,9.01,6.051,6.823,7.178,6.194,6.648,7.485,8.156,8.151,8.81,7.988,7.221,6.435,6.472,5.954,6.938,7.046,8.342,0.341,0.196,0.395,0.278,0.193,0.301,0.262,0.423,0.233,0.387,0.348,0.232,0.35,0.145,0.354,0.263,0.19,0.321,0.207,0.375,0.17,0.354,0.303,0.214
classical.00026.wav,0.031,0.053,2.919,8.362,0.082,0.021,0.039,0.035,151.999,1144.849,273.485,1292.724,228.331,1824.132,230.054,1824.132,230.054,20.093,19.914,23.466,25.943,24.533,22.347,28.569,5.111,5.249,4.766,4.183,3.349,2.792,5.352,2076.938,590.074,-319.235,143.688,-31.174,10.929,-5.559,-4.258,-8.956,-5.581,-8.023,2.343,-4.48,-0.321,0.963,1.145,-0.484,-1.299,0.136,1.484,3.703,3.067,97.285,26.086,22.288,19.369,12.305,11.208,7.492,10.864,9.445,9.983,11.182,9.35,8.893,9.174,8.994,9.041,10.741,11.743,11.919,12.57,0.307,0.178,0.384,0.133,0.216,0.187,0.204,0.493,0.195,0.224,0.164,0.284,0.367,0.156,0.365,0.109,0.277,0.269,0.171,0.391,0.193,0.304,0.228,0.281
classical.00027.wav,0.023,0.032,1.7,1.87,0.053,0.017,0.028,0.014,129.199,810.896,177.517,1140.579,168.054,1763.547,165.646,1763.547,165.646,20.267,20.98,25.202,25.723,23.539,21.394,26.92,5.008,3.808,4.073,4.202,3.382,3.036,4.404,1339.355,355.3,-366.26,181.6,-5.514,26.999,-4.828,4.602,-10.55,0.156,-11.136,3.577,-10.338,-1.081,-4.597,-0.479,0.837,0.249,2.125,0.698,1.024,-3.066,63.725,12.097,17.972,9.431,10.999,9.59,7.118,6.93,9.726,7.101,7.953,9.424,9.789,8.727,8.436,7.068,8.717,7.319,7.878,9.946,0.421,0.18,0.164,0.069,0.177,0.324,0.129,0.28,0.185,0.453,0.27,0.179,0.386,0.15,0.267,0.085,0.181,0.376,0.11,0.355,0.16,0.397,0.27,0.143
classical.00028.wav,0.05,0.068,1.67,1.662,0.081,0.026,0.063,0.026,151.999,1267.286,375.601,1367.394,307.151,1877.638,313.85,1877.638,313.85,20.183,17.036,21.13,24.043,23.395,23.239,32.775,5.551,4.839,4.334,3.754,3.065,2.776,5.469,2348.593,761.779,-228.956,153.919,-30.705,20.803,-6.1,1.176,-10.789,-3.866,-11.594,0.867,-8.3,-0.716,-3.078,-3.407,-2.615,0.734,-1.948,-2.517,1.567,-1.477,56.0,30.055,17.457,11.437,12.178,8.839,10.45,10.141,7.879,8.931,9.917,7.963,10.266,9.571,7.487,8.067,7.674,7.837,8.74,9.153,0.334,0.232,0.428,0.166,0.192,0.171,0.297,0.451,0.199,0.282,0.149,0.263,0.378,0.2,0.378,0.151,0.258,0.221,0.264,0.382,0.167,0.304,0.159,0.276
classical.00029.wav,0.033,0.054,2.336,5.402,0.092,0.034,0.042,0.035,135.999,1380.723,364.724,1563.589,267.304,2075.987,241.43,2075.987,241.43,19.747,16.806,22.181,24.061,23.496,23.174,32.082,5.194,4.777,4.878,3.832,3.281,2.8,4.815,2735.974,749.53,-297.128,130.241,-30.59,27.474,-7.064,1.975,-11.137,4.745,-8.77,5.405,-5.388,4.456,1.744,1.89,-1.31,1.084,-0.999,-1.476,0.624,1.147,113.773,39.47,18.202,9.145,13.616,11.298,10.392,8.388,12.093,10.347,15.569,12.725,13.578,12.665,12.057,10.126,10.612,8.096,9.409,13.535,0.361,0.222,0.478,0.175,0.249,0.217,0.172,0.271,0.147,0.283,0.122,0.267,0.365,0.173,0.418,0.125,0.288,0.296,0.174,0.317,0.12,0.327,0.121,0.309
classical.00030.wav,0.024,0.034,1.798,2.261,0.064,0.029,0.03,0.017,117.454,1135.945,365.348,1339.805,254.118,1856.144,234.717,1856.144,234.717,15.501,20.061,20.908,22.775,22.838,22.936,29.156,4.747,5.111,3.966,3.408,3.085,2.979,5.543,2222.483,728.063,-315.788,149.668,-30.55,23.214,-8.686,-10.102,-15.724,-4.04,-7.639,0.046,-11.145,-7.674,-5.868,-4.858,-5.145,-5.418,-3.17,1.459,0.142,-4.166,62.85,22.504,20.717,7.517,15.198,7.37,9.328,8.53,9.856,8.559,7.303,8.476,7.957,7.679,7.413,8.059,7.752,7.452,8.003,8.553,0.259,0.191,0.393,0.309,0.178,0.279,0.23,0.369,0.334,0.296,0.316,0.189,0.298,0.208,0.352,0.312,0.199,0.296,0.251,0.34,0.317,0.26,0.343,0.198
classical.00031.wav,0.021,0.033,3.101,8.433,0.039,0.017,0.027,0.018,112.347,722.637,261.828,1086.538,250.319,1685.586,256.05,1685.586,256.05,15.749,16.174,17.921,20.02,20.914,19.602,25.245,4.288,4.423,4.256,3.766,3.188,3.501,4.947,1265.288,597.889,-374.001,172.432,6.401,20.147,5.863,1.598,-6.712,-1.191,-0.289,0.331,-6.557,-7.303,-7.334,-10.216,-6.144,-2.433,-2.676,-2.284,-1.16,-3.819,75.989,23.213,25.438,12.06,16.451,9.814,8.615,8.728,9.515,8.861,8.396,7.832,8.535,8.357,6.967,6.136,6.421,6.729,8.352,9.415,0.331,0.222,0.338,0.245,0.231,0.36,0.367,0.44,0.45,0.281,0.187,0.284,0.323,0.199,0.347,0.249,0.26,0.319,0.3,0.35,0.325,0.251,0.244,0.31
classical.00032.wav,0.007,0.009,2.101,3.108,0.037,0.008,0.008,0.005,123.047,556.584,113.126,1065.758,127.206,1752.755,136.004,1752.755,136.004,23.349,19.71,22.429,23.346,21.781,18.213,20.988,3.459,4.505,3.908,3.407,3.076,2.076,2.468,881.579,241.368,-498.603,177.514,11.212,27.633,-2.836,5.09,-6.6,-1.052,-4.14,-3.048,-9.912,-8.576,-9.194,-11.933,-9.193,-10.896,-8.852,-3.925,-2.387,-2.303,42.506,11.795,10.041,6.964,8.166,6.352,8.108,6.113,7.317,6.241,6.574,5.665,5.673,5.779,5.442,5.709,6.346,6.652,6.453,6.927,0.287,0.699,0.324,0.215,0.245,0.363,0.349,0.156,0.272,0.188,0.16,0.136,0.158,0.342,0.17,0.282,0.314,0.293,0.329,0.165,0.258,0.229,0.225,0.155
classical.00033.wav,0.01,0.018,4.508,22.172,0.054,0.026,0.012,0.014,123.047,818.355,354.471,1224.323,237.0,1804.591,203.809,1804.591,203.809,17.216,19.571,23.05,23.965,22.907,22.4,23.594,4.529,5.574,5.303,4.258,3.827,3.353,5.23,1611.043,819.696,-429.071,120.768,-1.701,17.943,7.738,-2.054,-3.94,-2.529,-0.585,-0.808,-9.06,-3.688,-0.98,-5.002,-3.803,-2.4,-1.895,-0.316,3.41,3.132,85.55,38.127,26.293,8.515,12.701,8.293,10.764,9.085,7.64,7.491,9.069,10.344,13.515,16.068,12.862,9.502,9.443,7.969,8.393,9.209,0.413,0.287,0.193,0.266,0.341,0.387,0.194,0.3,0.453,0.267,0.211,0.329,0.338,0.281,0.214,0.274,0.33,0.342,0.202,0.25,0.365,0.21,0.261,0.323
classical.00034.wav,0.032,0.047,2.802,6.498,0.074,0.038,0.039,0.026,123.047,1267.159,389.925,1455.457,235.754,1956.392,211.64,1956.392,211.64,18.463,21.159,25.014,25.149,25.771,25.976,31.764,4.331,5.004,4.986,4.142,3.84,3.444,4.747,2529.027,738.035,-309.263,138.657,-29.716,33.617,-0.37,5.228,-6.329,3.285,-6.703,-0.688,-13.247,-8.538,-9.667,-4.293,0.257,1.021,1.913,3.718,2.557,-4.937,67.814,31.237,17.571,9.512,12.401,8.137,8.755,9.033,13.192,10.692,9.559,11.854,11.071,14.35,15.73,11.848,12.096,11.565,12.828,15.896,0.374,0.18,0.193,0.134,0.204,0.46,0.241,0.251,0.261,0.359,0.374,0.259,0.35,0.171,0.298,0.168,0.226,0.381,0.22,0.317,0.291,0.323,0.352,0.25
classical.00035.wav,0.032,0.048,2.635,5.932,0.061,0.045,0.041,0.025,151.999,945.778,496.584,1137.841,334.632,1652.655,305.582,1652.655,305.582,17.318,15.628,19.434,20.915,22.641,22.0,27.033,4.528,4.002,3.787,3.522,3.609,3.977,6.051,1741.891,966.02,-319.722,166.003,-11.939,27.278,7.831,1.741,-7.854,-2.401,-2.905,-2.521,-11.375,-4.616,-4.493,-7.441,-5.581,-1.877,-1.292,-1.435,-0.504,-4.098,75.208,31.586,33.43,13.296,14.693,8.761,10.275,7.695,9.181,8.316,7.294,10.354,9.024,7.648,7.934,7.391,8.187,7.103,8.307,8.021,0.335,0.39,0.251,0.242,0.332,0.264,0.274,0.285,0.469,0.38,0.256,0.336,0.292,0.369,0.264,0.231,0.331,0.254,0.258,0.273,0.33,0.314,0.25,0.313
classical.00036.wav,0.013,0.021,2.76,6.855,0.059,0.034,0.016,0.014,123.047,1014.65,441.735,1428.528,372.138,2011.055,315.683,2011.055,315.683,16.18,20.926,24.047,23.247,23.753,20.913,26.348,5.044,6.399,5.139,3.705,3.445,2.936,4.96,2032.565,1128.725,-419.333,127.413,-3.781,23.201,-4.313,4.039,-8.205,-7.615,-7.066,-2.914,-7.399,-5.427,-9.092,-10.606,-5.735,-0.396,7.018,5.588,-3.473,-5.181,62.947,38.131,17.602,12.663,15.833,11.095,12.713,6.744,8.378,6.533,7.69,7.003,7.172,8.042,8.28,9.46,11.687,11.985,13.034,9.221,0.155,0.3,0.3,0.406,0.283,0.121,0.156,0.264,0.208,0.291,0.209,0.18,0.187,0.359,0.283,0.384,0.293,0.155,0.218,0.342,0.252,0.373,0.258,0.247
classical.00037.wav,0.033,0.051,3.171,9.998,0.094,0.042,0.041,0.03,151.999,1426.236,425.448,1461.223,244.189,1922.245,233.5,1922.245,233.5,16.26,19.362,22.202,22.954,24.25,24.589,31.805,4.554,5.578,4.905,4.354,3.999,3.294,5.844,2726.565,733.958,-275.444,125.335,-41.033,24.599,-4.763,-4.257,-15.002,-5.042,-4.998,2.472,-10.894,-8.016,-5.168,-4.615,0.709,6.512,5.904,2.691,-2.044,-8.062,75.79,31.914,22.575,11.121,15.482,9.645,12.613,9.092,10.506,10.022,7.279,8.801,10.473,8.449,10.161,11.638,10.147,9.256,8.118,10.302,0.227,0.251,0.234,0.222,0.387,0.202,0.191,0.298,0.351,0.541,0.289,0.233,0.273,0.227,0.287,0.245,0.338,0.221,0.262,0.324,0.271,0.376,0.256,0.25
classical.00038.wav,0.036,0.055,2.766,6.732,0.076,0.027,0.044,0.033,112.347,1194.659,305.887,1330.229,227.399,1820.201,217.612,1820.201,217.612,15.398,19.743,22.338,23.137,24.394,23.746,30.464,4.199,4.924,4.642,3.61,3.488,3.059,5.599,2288.831,606.833,-275.968,146.325,-36.601,24.21,-2.552,-2.155,-13.309,-6.501,-9.407,-3.122,-11.546,-4.19,-1.7,-1.539,-3.208,-1.767,-2.253,-3.546,-2.992,-3.285,81.14,22.083,19.411,16.058,12.854,9.437,9.732,8.912,8.499,7.779,8.178,7.93,10.41,8.365,8.501,7.138,7.685,7.171,9.448,9.883,0.245,0.32,0.468,0.269,0.316,0.167,0.221,0.316,0.264,0.388,0.278,0.287,0.261,0.268,0.362,0.232,0.348,0.184,0.264,0.346,0.237,0.339,0.288,0.263
classical.00039.wav,0.01,0.02,4.975,25.374,0.109,0.049,0.013,0.015,129.199,1287.886,375.818,1662.208,297.324,2224.912,264.182,2224.912,264.182,15.813,15.909,20.653,21.7,26.374,24.957,30.183,3.858,4.628,5.058,3.798,5.479,4.893,4.979,2647.81,963.581,-409.509,116.799,-16.185,11.702,0.69,6.012,-4.265,0.5,0.431,12.587,-1.121,-1.141,4.948,1.767,-3.904,3.497,2.798,3.104,0.661,-0.248,83.772,25.36,18.911,11.244,16.463,10.687,13.27,9.486,12.614,13.213,10.049,11.837,12.602,11.784,7.324,7.461,7.102,10.247,15.623,13.143,0.288,0.195,0.245,0.328,0.275,0.216,0.213,0.156,0.292,0.31,0.376,0.36,0.339,0.24,0.277,0.345,0.311,0.263,0.266,0.183,0.34,0.316,0.348,0.346
classical.00040.wav,0.016,0.024,2.974,7.658,0.073,0.025,0.02,0.013,112.347,1215.968,287.092,1487.708,245.972,2032.76,251.341,2032.76,251.341,15.99,21.948,24.762,24.775,24.905,23.082,29.105,3.829,4.956,3.897,3.319,3.638,2.423,3.925,2379.219,653.484,-358.758,129.078,-30.379,19.879,-10.366,-0.65,-10.6,1.543,-3.967,1.872,-8.833,-7.169,-8.212,-5.945,-0.117,4.282,8.969,12.804,14.701,11.517,75.25,26.654,25.434,11.003,14.385,9.951,11.262,8.143,11.131,8.563,8.703,7.804,8.136,8.666,9.072,9.602,10.877,13.315,15.207,15.958,0.171,0.163,0.199,0.177,0.2,0.284,0.521,0.325,0.37,0.255,0.191,0.15,0.223,0.232,0.278,0.244,0.282,0.275,0.401,0.232,0.36,0.279,0.248,0.247
classical.00041.wav,0.017,0.032,4.125,17.676,0.079,0.034,0.021,0.024,123.047,1129.272,332.175,1377.615,204.608,1902.749,198.967,1902.749,198.967,16.973,22.163,24.429,25.269,24.916,23.723,27.681,3.729,4.425,4.016,3.553,3.149,3.057,4.665,2222.316,595.446,-368.521,124.254,-31.575,17.584,2.325,-5.945,-11.798,-5.522,-5.397,-1.309,-8.424,-3.617,2.21,-0.055,0.228,2.513,3.094,4.84,6.234,8.737,72.151,21.624,20.646,13.383,13.155,9.188,14.899,11.205,11.908,6.199,7.707,11.455,14.407,10.513,8.524,7.912,9.865,8.89,8.563,10.007,0.337,0.247,0.36,0.269,0.463,0.318,0.208,0.236,0.16,0.215,0.214,0.192,0.368,0.233,0.305,0.248,0.36,0.292,0.272,0.276,0.199,0.255,0.271,0.181
classical.00042.wav,0.107,0.144,1.521,1.28,0.094,0.017,0.134,0.052,99.384,1311.385,190.206,1326.01,183.705,1967.686,198.43,1967.686,198.43,16.516,19.283,21.814,23.268,26.55,23.494,17.664,4.679,4.024,4.085,3.131,2.873,2.711,3.074,2159.914,411.0,-160.662,164.265,-48.743,1.657,-7.612,-2.664,-11.042,-7.0,-8.098,1.251,-5.37,-4.139,-5.427,-1.666,-3.089,-1.25,-6.087,-1.03,-4.119,-1.502,49.331,21.957,13.592,10.566,9.975,5.771,5.677,6.073,6.309,6.621,7.233,6.828,7.739,8.851,9.265,7.084,7.282,8.491,7.246,10.194,0.284,0.158,0.196,0.174,0.583,0.217,0.159,0.301,0.243,0.435,0.136,0.284,0.291,0.172,0.302,0.104,0.377,0.206,0.193,0.345,0.19,0.392,0.093,0.276
classical.00043.wav,0.095,0.127,1.22,0.685,0.051,0.015,0.115,0.054,123.047,1014.337,264.164,1533.283,381.494,2397.781,374.72,2397.781,374.72,17.436,19.368,26.029,25.667,24.222,17.306,14.91,4.218,4.411,5.141,3.991,3.809,3.873,2.169,1538.55,913.539,-249.652,161.559,10.155,-3.058,-0.574,-2.07,-12.197,-8.612,-14.639,-12.049,-12.293,-7.162,-7.881,-2.084,-2.911,-0.868,-3.974,-0.891,-3.99,-3.897,60.414,23.965,26.7,12.871,8.85,7.253,7.803,7.633,6.824,7.327,6.745,7.692,6.6,7.384,8.377,9.909,10.584,10.93,9.795,8.81,0.103,0.058,0.212,0.366,0.139,0.174,0.107,0.249,0.133,0.145,0.467,0.138,0.27,0.082,0.274,0.406,0.143,0.288,0.131,0.361,0.228,0.146,0.414,0.117
